sample_name,cluster_16S,cluster_18S,replicate,serial_number,project_id,project_title,project_description,project_proposal,notes,collection_date_only,collection_time_local_only,station,region,distance,degrees_latitude,degrees_longitude,Chla_wsw,Chla_<20,Chla_>20,depth_meters,depth_category,ctd_bottle_no,volume_filtered_ml,sample_collection_device,sample_collection_method,sample_material_procesing,size_fraction,env_material,sample_type,temp,salinity,pressure,temp_station,temp_depth,ctdoxy,oxygen,phosphate,silicate,nitrate,nitrite,nitrate_nitrite,nh4,dic,total_alkalinity,pCO2_uncorrected,pH_uncorrected,carbonate,OMEGA_AR,pH_corrected,pCO2_corrected,dna_sample_number,dna_conc,dna_yield,dna_yield_filtered,plate,plate_name,well_number,well_position,station_depth,ship_crs_expocode,woce_sect,date,utc_time,lat_lon,submitted_to_insdc,investigation_type,samp_mat_process,target_gene,additional_notes,notes_on_bottle_metadata,seascape_class,seascape_probability,seascape_window,transmittance,fluorescence,Hydrogen_ion,alk_dic_ratio,alk_dic_oa
GOMECC4_TAMPA_Sta13_Deep_B,Cluster 3,Cluster 3,B,GOMECC4_043,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/18/21,15:00-04:00,Sta13,TAMPA,offshore,26.888,84.666,NA,NA,NA,217,Deep,2,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,13.291,35.701,219,13.2909999999999_13,13.2909999999999_217,116.9,117.94,1.31076,10.0322,20.9877,0.01854,21.0063,0.25571,2200.84,2345.67,795.94,7.70745,108.879,1.652,7.881,620,43,0.2619,39.285,19.84090909,Plate4,GOMECC2021_Plate4,41,A6,13_217,WBTSRHB,RB2103,9/18/21,19:32+00:00,26.888_84.666,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,3,0.539399803,8-day,4.7209,0.0317,1.32E-08,1.065806692,Low
GOMECC4_TAMPA_Sta13_Deep_C,Cluster 3,Cluster 3,C,GOMECC4_044,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/18/21,15:00-04:00,Sta13,TAMPA,offshore,26.888,84.666,NA,NA,NA,217,Deep,2,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,13.291,35.701,219,13.2909999999999_13,13.2909999999999_217,116.9,117.94,1.31076,10.0322,20.9877,0.01854,21.0063,0.25571,2200.84,2345.67,795.94,7.70745,108.879,1.652,7.881,620,44,0.2958,44.37,22.40909091,Plate4,GOMECC2021_Plate4,40,H5,13_217,WBTSRHB,RB2103,9/18/21,19:32+00:00,26.888_84.666,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,3,0.539399803,8-day,4.7209,0.0317,1.32E-08,1.065806692,Low
GOMECC4_VERACRUZ_Sta85_Deep_A,Cluster 3,Cluster 3,A,GOMECC4_258,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/7/21,19:00-04:00,Sta85,VERACRUZ,offshore,20.601,94.29,NA,NA,NA,1862,Deep,2,1900,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.261,34.973,1882,4.261_85,4.261_1862,213.7,213.918,1.49163,25.1995,22.0601,0.00586,22.0659,0.51738,2193.41,2338.83,803.57,7.70488,109.061,1.13,7.961,403,258,0.03397,5.0955,2.681842105,Plate2,GOMECC2021_Plate2,56,H7,85_1862,WBTSRHB,RB2103,10/7/21,23:41+00:00,20.601_94.29,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,3,0.519243121,8-day,4.6046,0.033,1.09E-08,1.066298594,Low
GOMECC4_VERACRUZ_Sta85_Deep_B,Cluster 3,Cluster 3,B,GOMECC4_259,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,PM cast,10/7/21,19:00-04:00,Sta85,VERACRUZ,offshore,20.601,94.29,NA,NA,NA,1862,Deep,2,1900,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.261,34.973,1882,4.261_85,4.261_1862,213.7,213.918,1.49163,25.1995,22.0601,0.00586,22.0659,0.51738,2193.41,2338.83,803.57,7.70488,109.061,1.13,7.961,403,259,0.02578,3.867,2.035263158,Plate2,GOMECC2021_Plate2,55,G7,85_1862,WBTSRHB,RB2103,10/7/21,23:41+00:00,20.601_94.29,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 21.,3,0.519243121,8-day,4.6046,0.033,1.09E-08,1.066298594,Low
GOMECC4_VERACRUZ_Sta85_Deep_C,Cluster 3,Cluster 3,C,GOMECC4_260,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/7/21,19:00-04:00,Sta85,VERACRUZ,offshore,20.601,94.29,NA,NA,NA,1862,Deep,2,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.261,34.973,1882,4.261_85,4.261_1862,213.7,213.918,1.49163,25.1995,22.0601,0.00586,22.0659,0.51738,2193.41,2338.83,803.57,7.70488,109.061,1.13,7.961,403,260,0.02927,4.3905,2.217424242,Plate2,GOMECC2021_Plate2,53,E7,85_1862,WBTSRHB,RB2103,10/7/21,23:41+00:00,20.601_94.29,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,3,0.519243121,8-day,4.6046,0.033,1.09E-08,1.066298594,Low
GOMECC4_MERIDA_Sta98_Deep_A,Cluster 3,Cluster 3,A,GOMECC4_327,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/11/21,13:00-04:00,Sta98,MERIDA,offshore,23.183,90.642,NA,NA,NA,2960,Deep,2,1900,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.37,34.974,3000,4.37_98,4.37_2960,214.9,213.295,1.4703,25.0391,22.0799,0.00781,22.0877,0.20795,2191.23,2338.71,803.04,7.70396,109.466,0.918,7.921,393,327,0.1226,18.39,9.678947368,Plate2,GOMECC2021_Plate2,86,F11,98_2960,WBTSRHB,RB2103,10/11/21,18:08+00:00,23.183_90.642,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}","Sampled at mid depth, not the actual DCM. No water left at the DCM depth.",,5,0.557384491,8-day,4.5448,0.033,1.20E-08,1.067304665,Low
GOMECC4_MERIDA_Sta98_Deep_B,Cluster 3,Cluster 3,B,GOMECC4_328,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/11/21,13:00-04:00,Sta98,MERIDA,offshore,23.183,90.642,NA,NA,NA,2960,Deep,2,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.37,34.974,3000,4.37_98,4.37_2960,214.9,213.295,1.4703,25.0391,22.0799,0.00781,22.0877,0.20795,2191.23,2338.71,803.04,7.70396,109.466,0.918,7.921,393,328,0.03528,5.292,2.672727273,Plate2,GOMECC2021_Plate2,82,B11,98_2960,WBTSRHB,RB2103,10/11/21,18:08+00:00,23.183_90.642,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Combined bottles 2+3. Pick bottle 2 for CTD metadata.,Bottle 19.,5,0.557384491,8-day,4.5448,0.033,1.20E-08,1.067304665,Low
GOMECC4_MERIDA_Sta98_Deep_C,Cluster 3,Cluster 3,C,GOMECC4_329,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/11/21,13:00-04:00,Sta98,MERIDA,offshore,23.183,90.642,NA,NA,NA,2960,Deep,2,1960,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.37,34.974,3000,4.37_98,4.37_2960,214.9,213.295,1.4703,25.0391,22.0799,0.00781,22.0877,0.20795,2191.23,2338.71,803.04,7.70396,109.466,0.918,7.921,393,329,0.1526,22.89,11.67857143,Plate2,GOMECC2021_Plate2,81,A11,98_2960,WBTSRHB,RB2103,10/11/21,18:08+00:00,23.183_90.642,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,5,0.557384491,8-day,4.5448,0.033,1.20E-08,1.067304665,Low
GOMECC4_PANAMACITY_Sta23_Deep_A,Cluster 3,Cluster 3,A,GOMECC4_075,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/20/21,23:13-04:00,Sta23,PANAMACITY,offshore,28.866,85.922,NA,NA,NA,245,Deep,2,1820,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,12.196,35.525,247,12.196_23,12.196_245,108.1,108.216,1.43179,12.0468,22.49,0.02245,22.5124,0.48702,2206.5,2356.99,864.01,7.67709,104.259,1.685,7.91,575,75,0.2056,30.84,16.94505495,Plate3,GOMECC2021_Plate3,41,A6,23_245,WBTSRHB,RB2103,9/21/21,3:26+00:00,28.866_85.922,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",DCM = 50 m.,,15,0.687272012,8-day,3.799,0.0324,1.23E-08,1.068203036,Low
GOMECC4_PANAMACITY_Sta23_Deep_B,Cluster 3,Cluster 3,B,GOMECC4_076,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/20/21,23:13-04:00,Sta23,PANAMACITY,offshore,28.866,85.922,NA,NA,NA,245,Deep,2,1920,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,12.196,35.525,247,12.196_23,12.196_245,108.1,108.216,1.43179,12.0468,22.49,0.02245,22.5124,0.48702,2206.5,2356.99,864.01,7.67709,104.259,1.685,7.91,575,76,0.1114,16.71,8.703125,Plate3,GOMECC2021_Plate3,27,C4,23_245,WBTSRHB,RB2103,9/21/21,3:26+00:00,28.866_85.922,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,More information from nearby bottle #17.,15,0.687272012,8-day,3.799,0.0324,1.23E-08,1.068203036,Low
GOMECC4_PANAMACITY_Sta23_Deep_C,Cluster 3,Cluster 3,C,GOMECC4_077,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/20/21,23:13-04:00,Sta23,PANAMACITY,offshore,28.866,85.922,NA,NA,NA,245,Deep,2,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,12.196,35.525,247,12.196_23,12.196_245,108.1,108.216,1.43179,12.0468,22.49,0.02245,22.5124,0.48702,2206.5,2356.99,864.01,7.67709,104.259,1.685,7.91,575,77,0.4759,71.385,35.6925,Plate3,GOMECC2021_Plate3,35,C5,23_245,WBTSRHB,RB2103,9/21/21,3:26+00:00,28.866_85.922,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.687272012,8-day,3.799,0.0324,1.23E-08,1.068203036,Low
GOMECC4_YUCATAN_Sta106_Deep_A,Cluster 3,Cluster 3,A,GOMECC4_357,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/13/21,16:40-04:00,Sta106,YUCATAN,offshore,26,88,NA,NA,NA,3016,Deep,1,1920,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.366,34.977,3058,4.366_106,4.366_3016,218.3,218.711,1.46812,24.3402,21.7417,0.01757,21.7592,0.2333,2188.66,2337.98,793.56,7.70924,109.278,0.916,7.923,388,357,0.02696,4.044,2.10625,Plate5,GOMECC2021_Plate5,21,E3,106_3016,WBTSRHB,RB2103,10/13/21,22:20+00:00,26_88,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Not enough water for eDNA filtration. Combined bottles 1+2. Pick bottle 1 for CTD metadata.,,5,0.506871045,8-day,4.5108,0.0324,1.19E-08,1.068224393,Low
GOMECC4_YUCATAN_Sta106_Deep_B,Cluster 3,Cluster 3,B,GOMECC4_358,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/13/21,16:40-04:00,Sta106,YUCATAN,offshore,26,88,NA,NA,NA,3016,Deep,1,1940,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.366,34.977,3058,4.366_106,4.366_3016,218.3,218.711,1.46812,24.3402,21.7417,0.01757,21.7592,0.2333,2188.66,2337.98,793.56,7.70924,109.278,0.916,7.923,388,358,0.02039,3.0585,1.576546392,Plate5,GOMECC2021_Plate5,2,B1,106_3016,WBTSRHB,RB2103,10/13/21,22:20+00:00,26_88,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 18.,5,0.506871045,8-day,4.5108,0.0324,1.19E-08,1.068224393,Low
GOMECC4_YUCATAN_Sta106_Deep_C,Cluster 3,Cluster 3,C,GOMECC4_359,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/13/21,16:40-04:00,Sta106,YUCATAN,offshore,26,88,NA,NA,NA,3016,Deep,1,1960,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.366,34.977,3058,4.366_106,4.366_3016,218.3,218.711,1.46812,24.3402,21.7417,0.01757,21.7592,0.2333,2188.66,2337.98,793.56,7.70924,109.278,0.916,7.923,388,359,0.02388,3.582,1.82755102,Plate5,GOMECC2021_Plate5,22,F3,106_3016,WBTSRHB,RB2103,10/13/21,22:20+00:00,26_88,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,5,0.506871045,8-day,4.5108,0.0324,1.19E-08,1.068224393,Low
GOMECC4_FLSTRAITS_Sta121_Deep_A,Cluster 3,Cluster 3,A,GOMECC4_414,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/21,14:30-04:00,Sta121,FLSTRAITS,offshore,24.4,80.625,NA,NA,NA,358,Deep,2,2020,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,12.466,35.569,361,12.466_121,12.466_358,121.7,127.92,1.27622,10.4263,21.3805,0.02342,21.4039,0.13172,2193.32,2344.65,793.51,7.704276639,112.3003121,1.656,7.905,572,414,0.01789,2.6835,1.328465347,Plate5,GOMECC2021_Plate5,67,C9,121_358,WBTSRHB,RB2103,10/17/21,18:50+00:00,24.4_80.625,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Not enough water for eDNA. Combined bottles 2+3. Pick bottle 2 for CTD metadata.,,5,0.49897185,8-day,4.6439,0.0333,1.24E-08,1.06899586,Low
GOMECC4_FLSTRAITS_Sta121_Deep_B,Cluster 3,Cluster 3,B,GOMECC4_415,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/21,14:30-04:00,Sta121,FLSTRAITS,offshore,24.4,80.625,NA,NA,NA,358,Deep,2,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,12.466,35.569,361,12.466_121,12.466_358,121.7,127.92,1.27622,10.4263,21.3805,0.02342,21.4039,0.13172,2193.32,2344.65,793.51,7.704276639,112.3003121,1.656,7.905,572,415,0.108,16.2,8.181818182,Plate5,GOMECC2021_Plate5,74,B10,121_358,WBTSRHB,RB2103,10/17/21,18:50+00:00,24.4_80.625,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 4.,5,0.49897185,8-day,4.6439,0.0333,1.24E-08,1.06899586,Low
GOMECC4_FLSTRAITS_Sta121_Deep_C,Cluster 3,Cluster 3,C,GOMECC4_416,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/21,14:30-04:00,Sta121,FLSTRAITS,offshore,24.4,80.625,NA,NA,NA,358,Deep,2,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,12.466,35.569,361,12.466_121,12.466_358,121.7,127.92,1.27622,10.4263,21.3805,0.02342,21.4039,0.13172,2193.32,2344.65,793.51,7.704276639,112.3003121,1.656,7.905,572,416,0.02114,3.171,1.5855,Plate5,GOMECC2021_Plate5,69,E9,121_358,WBTSRHB,RB2103,10/17/21,18:50+00:00,24.4_80.625,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,5,0.49897185,8-day,4.6439,0.0333,1.24E-08,1.06899586,Low
GOMECC4_TAMPICO_Sta79_Deep_A,Cluster 3,Cluster 3,A,GOMECC4_240,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,PM cast,10/6/21,24:30-04:00,Sta79,TAMPICO,offshore,22.274,97.361,NA,NA,NA,238,Deep,2,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,14.466,35.886,240,14.466_79,14.466_238,110.1,110.279,1.13629,8.28079,19.156,0.05072,19.2067,0.29553,2198.8,2352.04,746.15,7.73322,119.858,1.73,7.881,621,240,0.5151,77.265,38.6325,Plate3,GOMECC2021_Plate3,87,G11,79_238,WBTSRHB,RB2103,10/6/21,4:40+00:00,22.274_97.361,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",DCM = 75 m.,Bottle 1.,13,0.3781932,8-day,3.9135,0.0331,1.32E-08,1.06969256,Low
GOMECC4_TAMPICO_Sta79_Deep_B,Cluster 3,Cluster 3,B,GOMECC4_241,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/6/21,24:30-04:00,Sta79,TAMPICO,offshore,22.274,97.361,NA,NA,NA,238,Deep,2,1960,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,14.466,35.886,240,14.466_79,14.466_238,110.1,110.279,1.13629,8.28079,19.156,0.05072,19.2067,0.29553,2198.8,2352.04,746.15,7.73322,119.858,1.73,7.881,621,241,0.7747,116.205,59.28826531,Plate3,GOMECC2021_Plate3,81,A11,79_238,WBTSRHB,RB2103,10/6/21,4:40+00:00,22.274_97.361,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,13,0.3781932,8-day,3.9135,0.0331,1.32E-08,1.06969256,Low
GOMECC4_TAMPICO_Sta79_Deep_C,Cluster 3,Cluster 3,C,GOMECC4_242,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/6/21,24:30-04:00,Sta79,TAMPICO,offshore,22.274,97.361,NA,NA,NA,238,Deep,2,1920,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,14.466,35.886,240,14.466_79,14.466_238,110.1,110.279,1.13629,8.28079,19.156,0.05072,19.2067,0.29553,2198.8,2352.04,746.15,7.73322,119.858,1.73,7.881,621,242,0.05524,8.286,4.315625,Plate3,GOMECC2021_Plate3,72,H9,79_238,WBTSRHB,RB2103,10/6/21,4:40+00:00,22.274_97.361,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,13,0.3781932,8-day,3.9135,0.0331,1.32E-08,1.06969256,Low
GOMECC4_FLSTRAITS_Sta122_Deep_A,Cluster 3,Cluster 3,A,GOMECC4_423,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/21,16:39-04:00,Sta122,FLSTRAITS,offshore,24.517,80.63,NA,NA,NA,234,Deep,3,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,13.53,35.755,236,13.53_122,13.53_234,125.2,133.569,1.0614,8.28344,18.2741,0.00683,18.2809,0.0917,2186.56,2356.36,710.72,7.75079,122.313,1.866,7.935,540,423,0.04586,6.879,3.4395,Plate5,GOMECC2021_Plate5,10,B2,122_234,WBTSRHB,RB2103,10/17/21,20:50+00:00,24.517_80.63,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,5,0.49897185,8-day,4.5501,0.0334,1.16E-08,1.077656227,Low
GOMECC4_FLSTRAITS_Sta122_Deep_B,Cluster 3,Cluster 3,B,GOMECC4_424,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/21,16:39-04:00,Sta122,FLSTRAITS,offshore,24.517,80.63,NA,NA,NA,234,Deep,3,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,13.53,35.755,236,13.53_122,13.53_234,125.2,133.569,1.0614,8.28344,18.2741,0.00683,18.2809,0.0917,2186.56,2356.36,710.72,7.75079,122.313,1.866,7.935,540,424,0.0241,3.615,1.8075,Plate5,GOMECC2021_Plate5,12,D2,122_234,WBTSRHB,RB2103,10/17/21,20:50+00:00,24.517_80.63,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 3.,5,0.49897185,8-day,4.5501,0.0334,1.16E-08,1.077656227,Low
GOMECC4_FLSTRAITS_Sta122_Deep_C,Cluster 3,Cluster 3,C,GOMECC4_425,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/21,16:39-04:00,Sta122,FLSTRAITS,offshore,24.517,80.63,NA,NA,NA,234,Deep,3,2040,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,13.53,35.755,236,13.53_122,13.53_234,125.2,133.569,1.0614,8.28344,18.2741,0.00683,18.2809,0.0917,2186.56,2356.36,710.72,7.75079,122.313,1.866,7.935,540,425,0.09686,14.529,7.122058824,Plate5,GOMECC2021_Plate5,7,G1,122_234,WBTSRHB,RB2103,10/17/21,20:50+00:00,24.517_80.63,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,5,0.49897185,8-day,4.5501,0.0334,1.16E-08,1.077656227,Low
